contract_id,tower_id,tower_type,tower_height_ft,zone_type,latitude,longitude,city,state,ownership_type,landowner_type,lease_start_date,initial_term_end_date,max_lease_expiry,initial_term_years,renewal_terms,renewal_term_years,monthly_rent_usd,annual_rent_usd,escalation_pct,escalation_type,termination_notice_days,exclusive_use_clause,lease_status,divestiture_impacted,created_at
GL-C6D65FDD,CC-TWR-865433,Self-Supporting Lattice,250,Rural,40.485984,-88.111848,Rockford,IL,Leased,Commercial Property Owner,2006-11-10,2031-11-04,2106-10-17,25,3,25,886.62,10639.44,1.0,Fixed Annual,90,True,Pending Renewal,False,2026-02-22 21:26:00
GL-3C71E9B5,CC-TWR-478356,Self-Supporting Lattice,80,Rural,39.359418,-94.07846,Independence,MO,Owned,Summit (Owned),2011-02-10,2036-02-04,2111-01-17,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-87C249AA,CC-TWR-185916,Monopole,230,Urban,41.034765,-74.532665,New York,NY,Leased,Municipality,2001-05-26,2026-05-20,2101-05-02,25,3,25,5481.01,65772.12,2.5,Fixed Annual,150,True,Under Renegotiation,False,2026-02-22 21:26:00
GL-93407FD1,CC-TWR-499974,Monopole,190,Rural,43.937636,-90.144897,Racine,WI,Owned,Summit (Owned),2003-08-02,2028-07-26,2103-07-09,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-1BC8ACF9,CC-TWR-830302,Self-Supporting Lattice,290,Highway Corridor,44.256986,-122.942085,Eugene,OR,Leased,Tribal Authority,2001-02-22,2026-02-16,2101-01-29,25,3,25,2703.27,32439.24,3.0,Fixed Annual,180,True,Active,True,2026-02-22 21:26:00
GL-50A71980,CC-TWR-647967,Rooftop,210,Rural,30.304919,-83.451576,Macon,GA,Leased,Agricultural Land Trust,2015-11-28,2040-11-21,2115-11-04,25,3,25,1717.27,20607.24,3.0,Fixed Annual,120,True,Pending Renewal,False,2026-02-22 21:26:00
GL-DD6B356C,CC-TWR-136415,Monopole,240,Rural,37.184413,-77.022421,Virginia Beach,VA,Owned,Summit (Owned),2016-09-26,2041-09-20,2116-09-02,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-28972837,CC-TWR-322182,Stealth/Concealed,330,Suburban,29.691516,-89.07816,Lafayette,LA,Leased,County Government,2004-03-02,2029-02-24,2104-02-07,25,3,25,2385.45,28625.4,2.5,CPI-Based,120,True,Active,False,2026-02-22 21:26:00
GL-78EDA9A4,CC-TWR-946561,Stealth/Concealed,100,Rural,43.031545,-117.624369,Hillsboro,OR,Leased,Federal Agency,2000-07-18,2025-07-12,2100-06-24,25,3,25,1016.56,12198.72,2.0,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-00A17D86,CC-TWR-647945,Self-Supporting Lattice,330,Urban,40.573101,-74.376942,Newark,NJ,Leased,Municipality,2011-02-14,2036-02-08,2111-01-21,25,3,25,3622.32,43467.84,3.0,Fixed Annual,90,True,Pending Renewal,False,2026-02-22 21:26:00
GL-A2555D27,CC-TWR-460572,Monopole,210,Urban,39.142983,-89.795148,Kansas City,MO,Owned,Summit (Owned),2006-07-21,2031-07-15,2106-06-27,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-807FF2AE,CC-TWR-813884,Self-Supporting Lattice,300,Suburban,39.611896,-81.908778,Cincinnati,OH,Leased,Private Individual,2010-01-13,2035-01-07,2109-12-20,25,3,25,3690.81,44289.72,2.0,CPI-Based,120,True,Active,True,2026-02-22 21:26:00
GL-B223A5D1,CC-TWR-121215,Monopole,180,Rural,34.604175,-85.308906,Mobile,AL,Owned,Summit (Owned),2023-05-10,2048-05-03,2123-04-16,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-EF7938FF,CC-TWR-965938,Guyed Tower,180,Rural,41.922658,-77.784447,Allentown,PA,Leased,Agricultural Land Trust,2006-12-14,2031-12-08,2106-11-20,25,3,25,1286.47,15437.64,1.0,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-21440826,CC-TWR-492073,Monopole,340,Highway Corridor,40.704724,-87.962027,Rockford,IL,Leased,County Government,1999-09-26,2024-09-19,2099-09-01,25,3,25,2056.4,24676.8,2.0,Fixed Annual,180,True,Active,True,2026-02-22 21:26:00
GL-99FD85B7,CC-TWR-302127,Monopole,340,Suburban,32.51733,-93.855259,Lake Charles,LA,Leased,State DOT,2004-01-08,2029-01-01,2103-12-15,25,3,25,1292.6,15511.2,1.0,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-B39CC626,CC-TWR-766275,Stealth/Concealed,110,Rural,35.647013,-79.958989,Greensboro,NC,Leased,County Government,2019-01-08,2044-01-02,2118-12-15,25,3,25,984.21,11810.52,3.0,Fixed Annual,180,True,Active,False,2026-02-22 21:26:00
GL-0F82D7EE,CC-TWR-271456,Self-Supporting Lattice,340,Rural,35.760641,-97.901441,Broken Arrow,OK,Owned,Summit (Owned),2006-12-27,2031-12-21,2106-12-03,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-4CBEEE74,CC-TWR-324729,Self-Supporting Lattice,150,Industrial,30.122928,-81.541189,Tampa,FL,Owned,Summit (Owned),2018-04-22,2043-04-16,2118-03-29,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-A2CB75D4,CC-TWR-108874,Monopole,150,Suburban,47.942115,-119.792006,Spokane,WA,Leased,Commercial Property Owner,2006-10-26,2031-10-20,2106-10-02,25,3,25,3840.41,46084.92,2.0,CPI-Based,180,True,Active,False,2026-02-22 21:26:00
GL-646FC210,CC-TWR-416822,Self-Supporting Lattice,290,Suburban,35.376994,-98.690746,Norman,OK,Owned,Summit (Owned),2014-10-13,2039-10-07,2114-09-19,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-77727BAF,CC-TWR-213355,Stealth/Concealed,230,Urban,45.045251,-90.50762,Racine,WI,Leased,Church/Religious Org,2000-06-09,2025-06-03,2100-05-16,25,3,25,7304.46,87653.52,2.0,CPI-Based,150,True,Active,False,2026-02-22 21:26:00
GL-3EB77DBF,CC-TWR-159532,Monopole,330,Suburban,39.586468,-90.038792,Aurora,IL,Leased,Agricultural Land Trust,2023-10-13,2048-10-06,2123-09-19,25,3,25,3049.48,36593.76,1.5,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-FAF942B6,CC-TWR-872519,Monopole,90,Rural,38.720735,-80.167808,Richmond,VA,Leased,Federal Agency,2016-12-19,2041-12-13,2116-11-25,25,3,25,1560.82,18729.84,2.0,CPI-Based,120,True,Active,True,2026-02-22 21:26:00
GL-B4AC723A,CC-TWR-631958,Monopole,170,Highway Corridor,46.532633,-88.640658,Kenosha,WI,Leased,County Government,2003-11-18,2028-11-11,2103-10-25,25,3,25,2133.98,25607.76,1.0,CPI-Based,180,True,Active,True,2026-02-22 21:26:00
GL-09C3E0CD,CC-TWR-291961,Monopole,290,Suburban,33.625933,-86.322905,Huntsville,AL,Owned,Summit (Owned),2008-11-03,2033-10-28,2108-10-10,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-BA941A08,CC-TWR-586288,Self-Supporting Lattice,110,Suburban,37.115047,-84.901005,Bowling Green,KY,Leased,Agricultural Land Trust,2013-01-28,2038-01-22,2113-01-04,25,3,25,2976.31,35715.72,3.0,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-A4015790,CC-TWR-500209,Self-Supporting Lattice,240,Highway Corridor,41.500477,-72.132502,New Haven,CT,Leased,State DOT,2007-07-02,2032-06-25,2107-06-08,25,3,25,4547.97,54575.64,1.5,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-266C83B4,CC-TWR-579798,Self-Supporting Lattice,120,Suburban,36.92315,-109.535774,Scottsdale,AZ,Owned,Summit (Owned),2008-12-06,2033-11-30,2108-11-12,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-0BF56331,CC-TWR-898169,Stealth/Concealed,320,Highway Corridor,31.028281,-112.632361,Phoenix,AZ,Owned,Summit (Owned),2003-10-25,2028-10-18,2103-10-01,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-4AD6AD2E,CC-TWR-501936,Stealth/Concealed,80,Suburban,43.420361,-82.173361,Sterling Heights,MI,Owned,Summit (Owned),1999-09-07,2024-08-31,2099-08-13,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-695CD782,CC-TWR-360909,Monopole,150,Industrial,40.383741,-88.493252,Chicago,IL,Leased,County Government,2020-06-10,2045-06-04,2120-05-17,25,3,25,1322.33,15867.96,2.5,CPI-Based,150,True,Terminated,False,2026-02-22 21:26:00
GL-831C929F,CC-TWR-863187,Monopole,240,Rural,34.982023,-121.091722,Los Angeles,CA,Leased,Agricultural Land Trust,2017-09-11,2042-09-05,2117-08-18,25,3,25,1063.76,12765.12,1.5,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-2E9111B1,CC-TWR-951452,Self-Supporting Lattice,200,Suburban,37.659534,-102.65174,Colorado Springs,CO,Owned,Summit (Owned),1998-04-08,2023-04-02,2098-03-14,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-0B09C696,CC-TWR-782141,Self-Supporting Lattice,330,Suburban,36.675939,-92.800451,Independence,MO,Owned,Summit (Owned),1999-07-21,2024-07-14,2099-06-26,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-07477D77,CC-TWR-823255,Guyed Tower,110,Urban,28.921406,-86.861808,Miami,FL,Owned,Summit (Owned),2011-08-13,2036-08-06,2111-07-20,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-0C01F0E2,CC-TWR-794663,Monopole,240,Urban,38.505582,-88.353342,Chicago,IL,Leased,Federal Agency,2006-10-20,2031-10-14,2106-09-26,25,3,25,7755.45,93065.4,2.5,CPI-Based,90,True,Active,True,2026-02-22 21:26:00
GL-52BDB008,CC-TWR-211425,Monopole,230,Suburban,30.588673,-87.657962,Tuscaloosa,AL,Leased,School District,2004-10-07,2029-10-01,2104-09-13,25,3,25,3378.28,40539.36,3.0,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-5A0954B9,CC-TWR-620465,Self-Supporting Lattice,140,Rural,32.886054,-82.842377,Rock Hill,SC,Owned,Summit (Owned),2020-08-11,2045-08-05,2120-07-18,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-92F6AEA7,CC-TWR-194458,Monopole,320,Urban,44.676088,-122.955989,Hillsboro,OR,Leased,Agricultural Land Trust,2014-02-24,2039-02-18,2114-01-31,25,3,25,7926.82,95121.84,2.0,Fixed Annual,120,True,Pending Renewal,False,2026-02-22 21:26:00
GL-5CABEA4F,CC-TWR-283188,Self-Supporting Lattice,90,Rural,37.392832,-82.301338,Richmond,VA,Owned,Summit (Owned),2007-06-26,2032-06-19,2107-06-02,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-6FBDDBF0,CC-TWR-778636,Self-Supporting Lattice,130,Suburban,34.029017,-99.169633,Oklahoma City,OK,Leased,School District,2008-06-15,2033-06-09,2108-05-22,25,3,25,3874.25,46491.0,2.0,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-49686090,CC-TWR-578715,Guyed Tower,160,Suburban,42.731478,-121.194557,Eugene,OR,Leased,Municipality,2010-12-28,2035-12-22,2110-12-04,25,3,25,2539.09,30469.08,2.5,CPI-Based,120,True,Active,False,2026-02-22 21:26:00
GL-A078249F,CC-TWR-208751,Stealth/Concealed,210,Rural,41.944708,-75.778251,Philadelphia,PA,Leased,Tribal Authority,2016-08-26,2041-08-20,2116-08-02,25,3,25,1239.63,14875.56,2.5,CPI-Based,120,True,Terminated,False,2026-02-22 21:26:00
GL-21517C55,CC-TWR-979269,Monopole,310,Rural,35.611358,-83.099394,Knoxville,TN,Owned,Summit (Owned),2002-08-16,2027-08-10,2102-07-23,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-B3895253,CC-TWR-810859,Self-Supporting Lattice,240,Suburban,38.549736,-123.876398,San Diego,CA,Owned,Summit (Owned),2022-12-19,2047-12-13,2122-11-25,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-DE60BA2D,CC-TWR-360651,Monopole,230,Urban,41.190484,-71.01486,Cambridge,MA,Leased,Private Individual,2009-11-22,2034-11-16,2109-10-29,25,3,25,7310.53,87726.36,1.5,CPI-Based,90,True,Active,True,2026-02-22 21:26:00
GL-2E800F4E,CC-TWR-619920,Self-Supporting Lattice,130,Highway Corridor,44.527838,-89.653555,Madison,WI,Leased,Federal Agency,2000-08-11,2025-08-05,2100-07-18,25,3,25,2343.12,28117.44,2.0,Fixed Annual,90,True,Active,True,2026-02-22 21:26:00
GL-C47F7360,CC-TWR-346415,Monopole,100,Rural,33.216587,-83.386892,Macon,GA,Leased,Agricultural Land Trust,2012-08-26,2037-08-20,2112-08-02,25,3,25,1244.95,14939.4,1.0,Fixed Annual,180,True,Active,False,2026-02-22 21:26:00
GL-ABC9AE6F,CC-TWR-118632,Guyed Tower,110,Highway Corridor,36.884024,-110.273805,Phoenix,AZ,Leased,Tribal Authority,2010-07-02,2035-06-26,2110-06-08,25,3,25,3449.96,41399.52,1.0,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-ABB7C4D8,CC-TWR-786393,Stealth/Concealed,290,Urban,38.890111,-76.75067,Germantown,MD,Leased,School District,2012-06-12,2037-06-06,2112-05-19,25,3,25,8689.83,104277.96,1.5,Fixed Annual,180,True,Under Renegotiation,True,2026-02-22 21:26:00
GL-9881679D,CC-TWR-480941,Self-Supporting Lattice,300,Rural,40.399805,-85.133368,Carmel,IN,Leased,School District,2012-02-04,2037-01-28,2112-01-11,25,3,25,1487.12,17845.44,1.5,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-2F6A1922,CC-TWR-211486,Stealth/Concealed,90,Suburban,39.190762,-106.382767,Aurora,CO,Owned,Summit (Owned),2003-08-05,2028-07-29,2103-07-12,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-D0EF6B82,CC-TWR-511981,Self-Supporting Lattice,140,Rural,38.187543,-75.279135,Columbia,MD,Leased,Tribal Authority,2012-04-23,2037-04-17,2112-03-30,25,3,25,939.31,11271.72,2.5,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-511729ED,CC-TWR-628689,Stealth/Concealed,120,Urban,42.286939,-74.874787,Syracuse,NY,Leased,Tribal Authority,2013-01-17,2038-01-11,2112-12-24,25,3,25,8021.6,96259.2,3.0,Fixed Annual,180,True,Active,False,2026-02-22 21:26:00
GL-8FEB4C4B,CC-TWR-825423,Self-Supporting Lattice,260,Industrial,48.343244,-117.62873,Bellevue,WA,Owned,Summit (Owned),2003-12-27,2028-12-20,2103-12-03,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-65D863E2,CC-TWR-826155,Monopole,320,Urban,41.418665,-72.391006,Hartford,CT,Leased,County Government,2005-05-13,2030-05-07,2105-04-19,25,3,25,9726.95,116723.4,2.0,Fixed Annual,180,True,Active,False,2026-02-22 21:26:00
GL-50D94784,CC-TWR-637179,Monopole,170,Urban,40.807573,-75.567816,Erie,PA,Owned,Summit (Owned),2020-09-28,2045-09-22,2120-09-04,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-3084D9BA,CC-TWR-805034,Guyed Tower,120,Suburban,40.571923,-88.253555,Joliet,IL,Leased,School District,2020-11-06,2045-10-31,2120-10-13,25,3,25,2610.9,31330.8,2.0,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-BF8791DE,CC-TWR-844618,Self-Supporting Lattice,210,Rural,40.331225,-84.229305,South Bend,IN,Owned,Summit (Owned),2019-12-27,2044-12-20,2119-12-03,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-09C2B82B,CC-TWR-159354,Stealth/Concealed,140,Suburban,41.904352,-78.628545,New York,NY,Leased,Church/Religious Org,2006-03-10,2031-03-04,2106-02-14,25,3,25,3113.49,37361.88,1.5,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-B86AF54C,CC-TWR-207458,Self-Supporting Lattice,270,Rural,37.161532,-87.743895,Joliet,IL,Leased,State DOT,2019-12-18,2044-12-11,2119-11-24,25,3,25,1624.29,19491.48,3.0,Fixed Annual,180,True,Pending Renewal,False,2026-02-22 21:26:00
GL-9F5586B2,CC-TWR-500118,Monopole,200,Industrial,42.385872,-72.85906,Springfield,MA,Owned,Summit (Owned),2011-11-11,2036-11-04,2111-10-18,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-BEDAEA3C,CC-TWR-564586,Self-Supporting Lattice,340,Suburban,41.34425,-87.558221,Joliet,IL,Owned,Summit (Owned),2005-11-23,2030-11-17,2105-10-30,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-346715A3,CC-TWR-296059,Monopole,130,Urban,36.532278,-78.221388,Arlington,VA,Owned,Summit (Owned),2021-09-04,2046-08-29,2121-08-11,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-3F851A29,CC-TWR-105919,Self-Supporting Lattice,180,Suburban,34.321858,-77.231886,Raleigh,NC,Leased,Tribal Authority,2012-12-05,2037-11-29,2112-11-11,25,3,25,1311.83,15741.96,2.0,Fixed Annual,90,True,Under Renegotiation,False,2026-02-22 21:26:00
GL-CD2C94D8,CC-TWR-475479,Guyed Tower,100,Suburban,43.962204,-119.991261,Eugene,OR,Owned,Summit (Owned),2023-12-11,2048-12-04,2123-11-17,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-667CBD55,CC-TWR-466375,Monopole,150,Urban,40.172321,-82.982915,Toledo,OH,Leased,Tribal Authority,2004-11-11,2029-11-05,2104-10-18,25,3,25,4983.0,59796.0,2.0,CPI-Based,120,True,Active,False,2026-02-22 21:26:00
GL-28679676,CC-TWR-780840,Monopole,80,Urban,42.993262,-70.528935,Lowell,MA,Leased,Private Individual,2001-11-12,2026-11-06,2101-10-19,25,3,25,5842.5,70110.0,3.0,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-21C4F358,CC-TWR-218881,Monopole,200,Suburban,45.288236,-90.630347,Rochester,MN,Leased,Federal Agency,2006-09-24,2031-09-18,2106-08-31,25,3,25,1991.92,23903.04,3.0,Fixed Annual,150,True,Under Renegotiation,False,2026-02-22 21:26:00
GL-6A11C221,CC-TWR-783176,Self-Supporting Lattice,140,Suburban,37.336671,-88.693038,Covington,KY,Leased,Municipality,2008-09-03,2033-08-28,2108-08-10,25,3,25,3854.99,46259.88,1.5,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-9780333C,CC-TWR-208975,Self-Supporting Lattice,140,Highway Corridor,41.324754,-89.303162,Aurora,IL,Owned,Summit (Owned),2015-12-24,2040-12-17,2115-11-30,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-9A5FEBDE,CC-TWR-286638,Monopole,330,Suburban,39.075773,-74.926752,Paterson,NJ,Leased,Commercial Property Owner,2006-09-03,2031-08-28,2106-08-10,25,3,25,2809.89,33718.68,1.5,Fixed Annual,150,True,Under Renegotiation,False,2026-02-22 21:26:00
GL-95547939,CC-TWR-117711,Stealth/Concealed,200,Rural,35.630217,-86.5358,Chattanooga,TN,Owned,Summit (Owned),2019-02-18,2044-02-12,2119-01-25,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-7AA65A21,CC-TWR-403915,Stealth/Concealed,330,Rural,27.146201,-83.480141,Miami,FL,Leased,Commercial Property Owner,2019-05-20,2044-05-13,2119-04-26,25,3,25,612.46,7349.52,2.5,CPI-Based,180,True,Active,False,2026-02-22 21:26:00
GL-9CC7DA53,CC-TWR-243006,Monopole,310,Rural,43.895951,-120.265726,Portland,OR,Leased,School District,2010-09-10,2035-09-04,2110-08-17,25,3,25,1748.17,20978.04,1.5,CPI-Based,150,True,Pending Renewal,True,2026-02-22 21:26:00
GL-C090C87A,CC-TWR-143802,Guyed Tower,80,Rural,34.747669,-104.303514,Fort Worth,TX,Leased,State DOT,2016-10-13,2041-10-07,2116-09-19,25,3,25,1198.3,14379.6,1.0,CPI-Based,150,True,Active,False,2026-02-22 21:26:00
GL-DBC6AF0A,CC-TWR-992819,Rooftop,240,Suburban,31.058685,-85.283116,Huntsville,AL,Leased,Municipality,2002-03-06,2027-02-28,2102-02-10,25,3,25,1818.21,21818.52,2.0,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-C1E71E68,CC-TWR-675512,Monopole,220,Rural,41.409005,-80.743061,Akron,OH,Owned,Summit (Owned),2018-09-03,2043-08-28,2118-08-10,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-DC976DE5,CC-TWR-234443,Self-Supporting Lattice,290,Suburban,39.435952,-89.676596,Joliet,IL,Owned,Summit (Owned),2018-04-04,2043-03-29,2118-03-11,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-9A277780,CC-TWR-827143,Stealth/Concealed,260,Suburban,46.985038,-119.384044,Vancouver,WA,Owned,Summit (Owned),2002-10-19,2027-10-13,2102-09-25,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-C476DCF5,CC-TWR-875753,Self-Supporting Lattice,280,Rural,28.461751,-103.341692,San Antonio,TX,Leased,Agricultural Land Trust,2011-05-27,2036-05-20,2111-05-03,25,3,25,967.33,11607.96,2.0,CPI-Based,180,True,Active,False,2026-02-22 21:26:00
GL-09BA426C,CC-TWR-214119,Monopole,130,Suburban,40.549534,-74.513029,Paterson,NJ,Leased,Church/Religious Org,2018-10-03,2043-09-27,2118-09-09,25,3,25,3557.02,42684.24,1.5,Fixed Annual,120,True,Active,True,2026-02-22 21:26:00
GL-FC29EC8C,CC-TWR-990856,Guyed Tower,240,Rural,33.637127,-85.323684,Birmingham,AL,Owned,Summit (Owned),2018-01-27,2043-01-21,2118-01-03,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-8947B74B,CC-TWR-595036,Monopole,280,Urban,40.173877,-84.005087,Evansville,IN,Leased,County Government,2022-03-12,2047-03-06,2122-02-16,25,3,25,5443.74,65324.88,3.0,Fixed Annual,150,True,Pending Renewal,False,2026-02-22 21:26:00
GL-80282AEA,CC-TWR-626560,Monopole,80,Highway Corridor,40.020824,-74.603215,Edison,NJ,Owned,Summit (Owned),2019-04-28,2044-04-21,2119-04-04,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-FF468E57,CC-TWR-693297,Monopole,290,Urban,39.477667,-77.168214,Erie,PA,Leased,State DOT,2002-12-24,2027-12-18,2102-11-30,25,3,25,6126.28,73515.36,2.0,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-2FAB5BF3,CC-TWR-345386,Monopole,90,Highway Corridor,29.927,-92.678214,Lafayette,LA,Owned,Summit (Owned),2019-04-17,2044-04-10,2119-03-24,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-CE29E394,CC-TWR-780027,Monopole,180,Rural,42.644656,-95.760572,Sioux City,IA,Leased,Tribal Authority,2001-12-17,2026-12-11,2101-11-23,25,3,25,1323.64,15883.68,2.0,CPI-Based,150,True,Active,True,2026-02-22 21:26:00
GL-C7F05331,CC-TWR-483041,Stealth/Concealed,260,Suburban,38.695399,-85.385299,Carmel,IN,Owned,Summit (Owned),2018-02-17,2043-02-11,2118-01-24,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-0F0293E7,CC-TWR-733561,Monopole,80,Highway Corridor,43.947446,-120.625229,Eugene,OR,Leased,State DOT,2014-03-15,2039-03-09,2114-02-19,25,3,25,2079.62,24955.44,1.0,CPI-Based,150,True,Under Renegotiation,False,2026-02-22 21:26:00
GL-2DB326F1,CC-TWR-956639,Stealth/Concealed,110,Suburban,39.472072,-76.989899,Pittsburgh,PA,Owned,Summit (Owned),2019-04-14,2044-04-07,2119-03-21,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-237145ED,CC-TWR-530859,Monopole,80,Highway Corridor,47.772373,-119.469185,Spokane,WA,Leased,Federal Agency,2005-01-05,2029-12-30,2104-12-12,25,3,25,3507.2,42086.4,1.5,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-14B66DD9,CC-TWR-288783,Monopole,240,Rural,25.881191,-85.83561,Fort Lauderdale,FL,Leased,State DOT,2010-10-19,2035-10-13,2110-09-25,25,3,25,1328.91,15946.92,2.0,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-781131A1,CC-TWR-278852,Monopole,150,Suburban,40.985552,-74.132698,Edison,NJ,Leased,County Government,2011-10-05,2036-09-28,2111-09-11,25,3,25,3424.92,41099.04,1.5,CPI-Based,150,True,Active,False,2026-02-22 21:26:00
GL-D3C81E5E,CC-TWR-172187,Stealth/Concealed,150,Suburban,34.61176,-86.2104,Huntsville,AL,Owned,Summit (Owned),2010-07-05,2035-06-29,2110-06-11,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-5C230DB3,CC-TWR-728950,Stealth/Concealed,90,Suburban,38.177422,-75.393567,Baltimore,MD,Leased,County Government,2023-09-17,2048-09-10,2123-08-24,25,3,25,3306.67,39680.04,1.0,Fixed Annual,180,True,Active,True,2026-02-22 21:26:00
GL-20196AA1,CC-TWR-912510,Stealth/Concealed,290,Urban,41.539286,-72.9988,Waterbury,CT,Owned,Summit (Owned),2018-07-17,2043-07-11,2118-06-23,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-9B7E0382,CC-TWR-717661,Monopole,330,Suburban,38.368667,-86.331345,Owensboro,KY,Leased,Agricultural Land Trust,2021-12-19,2046-12-13,2121-11-25,25,3,25,1473.61,17683.32,1.5,CPI-Based,150,True,Active,False,2026-02-22 21:26:00
GL-4E82AED6,CC-TWR-727354,Rooftop,250,Urban,32.640341,-93.580912,Baton Rouge,LA,Leased,Federal Agency,2011-05-07,2036-04-30,2111-04-13,25,3,25,2541.02,30492.24,1.0,CPI-Based,90,True,Pending Renewal,False,2026-02-22 21:26:00
GL-16243216,CC-TWR-431246,Rooftop,210,Urban,32.545461,-97.746799,Austin,TX,Leased,Church/Religious Org,2009-02-05,2034-01-30,2109-01-12,25,3,25,5695.54,68346.48,3.0,Fixed Annual,150,True,Pending Renewal,False,2026-02-22 21:26:00
GL-96D299AA,CC-TWR-388946,Monopole,290,Industrial,35.270685,-97.806135,Edmond,OK,Owned,Summit (Owned),2010-04-14,2035-04-08,2110-03-21,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
