invoice_id,erp_system,invoice_type,contract_ref,tower_ref,vendor_or_tenant,invoice_date,billing_period,invoiced_amount_usd,expected_amount_usd,payment_status,gl_account,cost_center,po_number,lease_status_at_billing,discrepancy_planted,notes
INV-761537,Oracle EBS R12,AR,TL-FBDA8CD1,CC-TWR-644719,Verizon,2024-09-01,2024-09,4515.58,4515.58,Cleared,4210-001,CC-WEST,PR-578162,Pending Renewal,,
BILL-347316,SAP S/4HANA,AR,TL-F92907D6,CC-TWR-345386,AT&T,2024-06-01,2024-06,6314.57,6314.57,Received,4210-050,CC-SOUTHEAST,PO-919077,Active,,
PO-INV-590300,SAP S/4HANA,AP,GL-AC798E28,CC-TWR-483713,Municipality,2024-12-01,2024-12,3236.19,3236.19,Paid,6110-100,CC-NORTHEAST,PR-825635,Active,,
BILL-941790,Workday Financials,AR,TL-F7ED6E10,CC-TWR-251275,US Cellular,2025-01-01,2025-01,1727.56,1727.56,Pending,4210-100,CC-SOUTHEAST,PR-963564,Pending Renewal,,
BILL-157585,Workday Financials,AR,TL-9F554808,CC-TWR-118632,T-Mobile,2024-12-01,2024-12,4833.66,4833.66,Received,4210-100,CC-SOUTHWEST,PR-679146,Active,,
INV-742286,Oracle Cloud ERP,AR,TL-1B7B2D24,CC-TWR-954441,AT&T,2024-09-01,2024-09,3495.76,3495.76,Received,4210-100,CC-SOUTHEAST,REQ-926825,Active,,
SI-305537,Workday Financials,AR,TL-3C585607,CC-TWR-954441,C Spire,2024-08-01,2024-08,2282.36,2282.36,Received,6110-002,CC-SOUTHEAST,REQ-842517,Pending Renewal,wrong_gl,
SI-705142,Workday Financials,AR,TL-E284879C,CC-TWR-907788,AT&T,2025-02-01,2025-02,4638.74,4638.74,Cleared,4210-050,CC-MIDWEST,REQ-496337,Active,,
SI-990189,SAP ECC 6.0,AR,TL-C6E4A631,CC-TWR-296059,Verizon,2024-07-01,2024-07,2931.14,2931.14,Received,4210-050,CC-NORTHEAST,REQ-907002,Active,,
AP-INV-642784,SAP S/4HANA,AP,GL-FEB0794B,CC-TWR-727094,Federal Agency,2024-04-01,2024-04,3743.14,3743.14,Cleared,6110-100,CC-SOUTHWEST,PR-851218,Active,,
INV-777213,SAP S/4HANA,AR,TL-E08AD00F,CC-TWR-996840,AT&T,2024-08-01,2024-08,5942.36,5942.36,Applied,4210-001,CC-SOUTHEAST,REQ-693847,Active,,
AP-INV-973336,Oracle EBS R12,AR,TL-66693328,CC-TWR-780027,T-Mobile,2024-09-01,2024-09,2531.54,2531.54,Received,4210-050,CC-MIDWEST,REQ-729010,Active,,
INV-986578,SAP S/4HANA,AR,TL-64603DC0,CC-TWR-999695,US Cellular,2024-07-01,2024-07,2971.67,2971.67,Received,4210-050,CC-SOUTHEAST,REQ-549358,Active,missed_escalation,
AP-INV-280585,Oracle EBS R12,AR,TL-F3DFE28E,CC-TWR-773870,AT&T,2024-07-01,2024-07,2842.0,2842.0,Applied,4210-001,CC-WEST,REQ-757341,Active,,
INV-872879,SAP ECC 6.0,AR,TL-3187A811,CC-TWR-409030,DISH Wireless,2024-06-01,2024-06,3458.52,3458.52,Disputed,4210-001,CC-SOUTHEAST,PR-909988,Suspended,,
AP-INV-712344,SAP ECC 6.0,AR,TL-02F144D4,CC-TWR-685549,DISH Wireless,2025-01-01,2025-01,2531.35,2531.35,Past Due,4210-050,CC-MIDWEST,PR-697277,Suspended,billing_suspended,
PO-INV-806787,Oracle EBS R12,AP,GL-7D435920,CC-TWR-460745,Tribal Authority,2024-05-01,2024-05,5002.03,5002.03,Cleared,6110-002,CC-SOUTHEAST,REQ-420109,Active,,
INV-154070,SAP S/4HANA,AR,TL-B408F881,CC-TWR-359168,Verizon,2024-04-01,2024-04,5773.27,5773.27,Applied,4210-050,CC-NORTHEAST,REQ-977302,Active,,
INV-472100,Oracle Cloud ERP,AP,GL-4495DD43,CC-TWR-841666,Agricultural Land Trust,2024-10-01,2024-10,8296.03,8296.03,Paid,6110-100,CC-MIDWEST,REQ-858699,Active,,
PO-INV-834572,Oracle Cloud ERP,AR,TL-51C4E87F,CC-TWR-311741,T-Mobile,2025-02-01,2025-02,4803.65,4803.65,Cleared,4210-100,CC-SOUTHWEST,PR-803026,Active,,
INV-310694,Oracle EBS R12,AP,GL-CFD297DB,CC-TWR-921533,County Government,2024-05-01,2024-05,1822.98,1822.98,Pending,6110-100,CC-SOUTHEAST,PO-557624,Active,,
SI-206494,SAP ECC 6.0,AR,TL-EC9ADF33,CC-TWR-367729,Verizon,2024-11-01,2024-11,5420.2,5288.0,Received,4210-001,CC-NORTHEAST,PR-550369,Active,over_escalation,
INV-647953,SAP ECC 6.0,AP,GL-6289B7BA,CC-TWR-749342,Private Individual,2024-05-01,2024-05,2957.88,2957.88,Pending,6110-001,CC-MIDWEST,REQ-638588,Active,,
SI-252465,Workday Financials,AP,GL-E77250E1,CC-TWR-488539,Agricultural Land Trust,2025-03-01,2025-03,2591.53,2591.53,Pending,6110-001,CC-SOUTHEAST,REQ-645381,Active,,
INV-495980,SAP ECC 6.0,AR,TL-98B9A3F9,CC-TWR-841521,T-Mobile,2024-09-01,2024-09,4524.23,4524.23,Received,4210-001,CC-MIDWEST,PR-812245,Active,,
SI-284388,Workday Financials,AR,TL-B9D5DFF7,CC-TWR-185569,T-Mobile,2024-12-01,2024-12,4634.03,4634.03,Applied,4210-100,CC-SOUTHEAST,PR-978534,Active,,
BILL-235430,Oracle EBS R12,AP,GL-75ED64DD,CC-TWR-373791,School District,2024-09-01,2024-09,9824.09,9824.09,Paid,6110-100,CC-MIDWEST,PO-883423,Active,,
PO-INV-713133,Oracle EBS R12,AR,TL-51F08B3D,CC-TWR-245308,Verizon,2024-05-01,2024-05,7550.33,7550.33,Applied,4210-100,CC-SOUTHWEST,PR-637128,Pending Renewal,,
INV-891477,Oracle Cloud ERP,AP,GL-CC317BDC,CC-TWR-463546,Municipality,2024-08-01,2024-08,832.17,832.17,Paid,6110-100,CC-SOUTHEAST,REQ-543163,Pending Renewal,,
PO-INV-839776,SAP S/4HANA,AR,TL-EB760164,CC-TWR-912510,T-Mobile,2025-03-01,2025-03,3126.64,3126.64,Received,4210-100,CC-NORTHEAST,REQ-822636,Active,,
SI-204514,SAP S/4HANA,AR,TL-C365125E,CC-TWR-489244,T-Mobile,2025-01-01,2025-01,3635.33,3635.33,Pending,4210-001,CC-NORTHEAST,REQ-489321,Active,,
INV-440315,SAP ECC 6.0,AP,GL-1691F049,CC-TWR-996840,Agricultural Land Trust,2024-07-01,2024-07,2799.87,2799.87,Cleared,6110-001,CC-SOUTHEAST,REQ-634559,Active,,
INV-994176,SAP S/4HANA,AP,GL-EDC41F10,CC-TWR-949363,Tribal Authority,2025-02-01,2025-02,3087.98,3087.98,Paid,6110-002,CC-SOUTHEAST,PO-464910,Pending Renewal,,
PO-INV-176413,SAP ECC 6.0,AR,TL-FB12BEFA,CC-TWR-460663,T-Mobile,2024-09-01,2024-09,2408.12,2408.12,Cleared,4210-001,CC-NORTHEAST,REQ-989957,Active,,
INV-381526,SAP ECC 6.0,AP,GL-70A99FCF,CC-TWR-792282,Commercial Property Owner,2024-10-01,2024-10,1503.98,1503.98,Paid,4210-100,CC-NORTHEAST,PR-429155,Active,wrong_gl,
SI-620929,SAP ECC 6.0,AP,GL-0F0293E7,CC-TWR-733561,State DOT,2024-09-01,2024-09,2297.19,2297.19,Paid,6110-100,CC-WEST,PR-667781,Under Renegotiation,,
BILL-522392,SAP ECC 6.0,AR,TL-69FE8377,CC-TWR-990649,AT&T,2024-12-01,2024-12,4628.09,4628.09,Received,4210-001,CC-SOUTHEAST,PR-652915,Active,,
INV-870555,Workday Financials,AP,GL-94CA17A2,CC-TWR-132653,State DOT,2025-03-01,2025-03,2325.6,2325.6,Paid,6110-001,CC-SOUTHWEST,PO-690863,Active,,
AP-INV-731363,Oracle EBS R12,AP,GL-F36CFDD0,CC-TWR-761532,Church/Religious Org,2025-02-01,2025-02,2228.59,2228.59,Paid,6110-001,CC-SOUTHEAST,REQ-817047,Active,,
BILL-879497,Workday Financials,AR,TL-E3466B60,CC-TWR-691912,T-Mobile,2025-02-01,2025-02,6304.91,6304.91,Received,4210-100,CC-NORTHEAST,REQ-524779,Active,,
SI-388381,SAP ECC 6.0,AP,GL-B6E3365A,CC-TWR-874524,Tribal Authority,2024-12-01,2024-12,9563.06,9563.06,Paid,6110-002,CC-NORTHEAST,PO-686122,Active,,
INV-489314,SAP S/4HANA,AR,TL-9ADE17D3,CC-TWR-493663,Verizon,2024-08-01,2024-08,3033.85,3033.85,Received,4210-001,CC-SOUTHEAST,REQ-524699,Pending Renewal,,
PO-INV-963072,Workday Financials,AR,TL-0B9EC5D8,CC-TWR-243006,T-Mobile,2025-03-01,2025-03,4676.31,4676.31,Received,4210-050,CC-WEST,PR-724040,Active,,
BILL-502747,Workday Financials,AR,TL-3FD41CDC,CC-TWR-825686,AT&T,2024-12-01,2024-12,3296.55,3296.55,Applied,4210-050,CC-NORTHEAST,PR-928508,Active,,
SI-556661,SAP S/4HANA,AR,TL-ABF5E177,CC-TWR-782141,DISH Wireless,2024-07-01,2024-07,4301.84,4301.84,In Collections,4210-100,CC-MIDWEST,PO-751713,Suspended,billing_suspended,
INV-635204,Oracle Cloud ERP,AR,TL-837E4A11,CC-TWR-924265,Verizon,2025-03-01,2025-03,3667.29,3667.29,Cleared,4210-001,CC-SOUTHEAST,REQ-937573,Pending Renewal,,
BILL-310510,Oracle EBS R12,AR,TL-E3F40993,CC-TWR-460572,AT&T,2025-01-01,2025-01,4101.38,4101.38,Applied,4210-100,CC-MIDWEST,PR-653277,Active,,
SI-923339,SAP ECC 6.0,AR,TL-9D95AA81,CC-TWR-758775,AT&T,2024-05-01,2024-05,4588.57,4588.57,Cleared,4210-100,CC-SOUTHWEST,REQ-755479,Pending Renewal,,
INV-734421,SAP S/4HANA,AP,GL-3D0F781F,CC-TWR-772642,Church/Religious Org,2025-02-01,2025-02,1376.01,1376.01,Paid,6110-002,CC-SOUTHEAST,PO-418530,Active,,
SI-777636,SAP S/4HANA,AP,GL-C31EFF27,CC-TWR-694916,County Government,2025-03-01,2025-03,7084.02,7084.02,Paid,6110-100,CC-NORTHEAST,PR-417795,Active,,
INV-280930,Oracle EBS R12,AP,GL-C7B23ACB,CC-TWR-479201,Municipality,2024-11-01,2024-11,725.05,753.66,Paid,6110-001,CC-MIDWEST,PO-403660,Active,amount_mismatch,
BILL-813382,SAP S/4HANA,AR,TL-4F4E35DA,CC-TWR-460572,T-Mobile,2025-02-01,2025-02,3853.73,3853.73,Pending,4210-050,CC-MIDWEST,PO-476359,Active,,
BILL-227942,SAP ECC 6.0,AR,TL-3B783E51,CC-TWR-941814,Verizon,2024-09-01,2024-09,3210.27,3210.27,Received,4210-100,CC-SOUTHWEST,PO-832224,Active,,
PO-INV-891978,Workday Financials,AR,TL-A7C0AC4B,CC-TWR-208751,Verizon,2024-07-01,2024-07,5355.41,8404.11,Applied,4210-050,CC-NORTHEAST,PR-553582,Active,missed_escalation,
INV-443923,SAP ECC 6.0,AR,TL-7CDE2C7F,CC-TWR-802448,T-Mobile,2024-06-01,2024-06,2758.63,2758.63,Received,4210-100,CC-MIDWEST,PO-960900,Active,,
SI-104612,Oracle Cloud ERP,AR,TL-5D436E91,CC-TWR-502491,T-Mobile,2025-02-01,2025-02,2508.11,2508.11,Pending,4210-100,CC-WEST,PR-969160,Active,,
PO-INV-665862,Oracle Cloud ERP,AP,GL-B51C7128,CC-TWR-153266,County Government,2024-06-01,2024-06,2096.18,2096.18,Pending,6110-100,CC-NORTHEAST,PR-683021,Active,,
PO-INV-927718,Oracle Cloud ERP,AP,GL-866F4296,CC-TWR-178957,Municipality,2024-04-01,2024-04,4000.34,4062.9,Cleared,6110-002,CC-SOUTHEAST,PO-848689,Under Renegotiation,amount_mismatch,
PO-INV-609000,Oracle Cloud ERP,AR,TL-9174A50E,CC-TWR-665610,DISH Wireless,2024-05-01,2024-05,4177.56,4177.56,Past Due,4210-100,CC-SOUTHWEST,REQ-791932,Suspended,billing_suspended,
SI-673748,Oracle Cloud ERP,AR,TL-5F7A645F,CC-TWR-550081,C Spire,2024-09-01,2024-09,3904.59,3904.59,Received,4210-050,CC-MIDWEST,REQ-854911,Active,,
INV-363252,SAP S/4HANA,AR,TL-4943229E,CC-TWR-823846,US Cellular,2024-10-01,2024-10,2331.38,2331.38,Cleared,4210-100,CC-SOUTHWEST,REQ-638184,Active,duplicate,System-generated duplicate
PO-INV-245231,Workday Financials,AR,TL-4736112E,CC-TWR-534152,AT&T,2024-10-01,2024-10,2607.25,2607.25,Received,4210-050,CC-SOUTHWEST,PO-842031,Active,,
INV-872365,SAP ECC 6.0,AR,TL-3EDB1495,CC-TWR-211425,AT&T,2025-02-01,2025-02,6293.28,6130.69,Received,4210-100,CC-SOUTHEAST,REQ-881426,Active,amount_mismatch,
BILL-288466,SAP ECC 6.0,AP,GL-30130260,CC-TWR-967823,Agricultural Land Trust,2025-01-01,2025-01,2281.12,2281.12,Paid,6110-100,CC-NORTHEAST,PO-703957,Active,,
AP-INV-875478,SAP S/4HANA,AR,TL-AEAD3F34,CC-TWR-358494,US Cellular,2024-06-01,2024-06,1433.49,1433.49,Pending,4210-100,CC-SOUTHWEST,PO-851589,Active,,
BILL-271946,Workday Financials,AR,TL-683AE0D5,CC-TWR-967823,AT&T,2025-02-01,2025-02,4844.39,4844.39,Received,4210-100,CC-NORTHEAST,PO-607375,Active,,
INV-479422,Workday Financials,AR,TL-36C0CB5B,CC-TWR-855053,AT&T,2024-09-01,2024-09,4593.23,4593.23,Received,4210-001,CC-SOUTHWEST,REQ-649264,Amendment Pending,,
AP-INV-323075,Oracle EBS R12,AR,TL-1634909A,CC-TWR-375097,US Cellular,2024-08-01,2024-08,3920.9,4177.13,Cleared,4210-001,CC-MIDWEST,PR-858679,Active,amount_mismatch,
AP-INV-275916,Workday Financials,AR,TL-D03A21CA,CC-TWR-921533,Verizon,2024-07-01,2024-07,3256.49,3256.49,Received,4210-050,CC-SOUTHEAST,PR-807232,Active,,
BILL-797372,SAP S/4HANA,AR,TL-CA2D713B,CC-TWR-749342,C Spire,2024-05-01,2024-05,1384.28,1384.28,Applied,4210-100,CC-MIDWEST,PR-986941,Active,,
SI-970786,Oracle Cloud ERP,AR,TL-A3AB6172,CC-TWR-205065,AT&T,2024-05-01,2024-05,2524.14,3569.36,Cleared,4210-050,CC-SOUTHEAST,PR-681569,Active,missed_escalation,
BILL-207720,Oracle EBS R12,AR,TL-BAB74B62,CC-TWR-825309,T-Mobile,2024-07-01,2024-07,2507.41,2507.41,Received,4210-100,CC-SOUTHEAST,PR-511926,Active,,
SI-414034,Oracle Cloud ERP,AP,GL-7EA634BD,CC-TWR-915573,Commercial Property Owner,2024-04-01,2024-04,1898.05,1898.05,Cleared,6110-002,CC-NORTHEAST,PR-721520,Active,,
INV-920240,SAP S/4HANA,AR,TL-E08AD00F,CC-TWR-996840,AT&T,2025-01-01,2025-01,5942.36,5942.36,Applied,4210-001,CC-SOUTHEAST,REQ-529074,Active,,
SI-842381,SAP ECC 6.0,AP,GL-EDCC4D72,CC-TWR-399607,County Government,2024-12-01,2024-12,11001.81,11001.81,Paid,6110-100,CC-WEST,REQ-902451,Active,,
BILL-304944,Oracle Cloud ERP,AP,GL-EAB4BACA,CC-TWR-735388,Private Individual,2024-05-01,2024-05,3893.59,3893.59,Paid,6110-100,CC-NORTHEAST,REQ-902993,Active,,
AP-INV-523562,Workday Financials,AP,GL-FF384D2D,CC-TWR-841521,Agricultural Land Trust,2024-12-01,2024-12,3208.13,3208.13,Pending,6110-002,CC-MIDWEST,PR-702930,Active,,
AP-INV-437881,Oracle EBS R12,AP,GL-99FD85B7,CC-TWR-302127,State DOT,2024-10-01,2024-10,1592.99,1592.99,Paid,6110-002,CC-SOUTHEAST,PR-628617,Active,,
PO-INV-518253,Oracle EBS R12,AR,TL-B45EA56A,CC-TWR-472358,T-Mobile,2024-09-01,2024-09,4538.06,4538.06,Received,4210-001,CC-MIDWEST,PO-428860,Active,,
BILL-307590,SAP S/4HANA,AR,TL-4ECF3720,CC-TWR-786508,Verizon,2025-02-01,2025-02,6508.4,6508.4,Received,4210-001,CC-NORTHEAST,PR-702887,Active,,
SI-328379,Workday Financials,AR,TL-48BAE037,CC-TWR-967823,US Cellular,2024-08-01,2024-08,1698.43,2845.46,Applied,4210-050,CC-NORTHEAST,REQ-724356,Active,missed_escalation,
AP-INV-156019,SAP ECC 6.0,AR,TL-0FE484E9,CC-TWR-409030,T-Mobile,2025-02-01,2025-02,3831.07,3831.07,Received,4210-001,CC-SOUTHEAST,PR-693479,Pending Renewal,,
INV-344422,Workday Financials,AR,TL-C2DD2E7B,CC-TWR-872519,AT&T,2025-03-01,2025-03,3961.68,3961.68,Received,4210-050,CC-NORTHEAST,REQ-459444,Active,,
BILL-523144,Oracle EBS R12,AR,TL-5572C981,CC-TWR-150126,AT&T,2024-09-01,2024-09,3020.97,3020.97,Pending,4210-001,CC-SOUTHEAST,PO-651748,Active,,
INV-270223,Workday Financials,AR,TL-8A8CF517,CC-TWR-675512,Verizon,2025-01-01,2025-01,2920.12,2920.12,Received,4210-001,CC-MIDWEST,PR-960414,Active,,
AP-INV-447749,Workday Financials,AR,TL-3B3626F3,CC-TWR-323508,Verizon,2024-07-01,2024-07,4380.57,4380.57,Applied,4210-001,CC-NORTHEAST,REQ-832090,Pending Renewal,,
PO-INV-811748,SAP S/4HANA,AR,TL-C8278627,CC-TWR-237962,AT&T,2025-02-01,2025-02,2186.01,2186.01,Applied,4210-001,CC-NORTHEAST,PO-669073,Active,,
PO-INV-782972,Oracle Cloud ERP,AR,TL-021B65D3,CC-TWR-706403,Verizon,2024-05-01,2024-05,3214.69,3214.69,Cleared,6110-100,CC-SOUTHEAST,REQ-442778,Active,wrong_gl,
SI-252593,SAP ECC 6.0,AR,TL-4E542C97,CC-TWR-770872,T-Mobile,2024-05-01,2024-05,3466.79,3466.79,Received,4210-050,CC-SOUTHWEST,REQ-516994,Active,,
PO-INV-546649,Oracle Cloud ERP,AR,TL-13DD7E26,CC-TWR-306854,AT&T,2024-06-01,2024-06,3524.79,3524.79,Received,4210-100,CC-SOUTHWEST,REQ-889041,Active,,
INV-369939,Oracle Cloud ERP,AR,TL-DF4F5B5A,CC-TWR-791567,T-Mobile,2024-07-01,2024-07,5211.84,5211.84,Applied,4210-100,CC-SOUTHEAST,REQ-749588,Active,,
PO-INV-645038,Oracle EBS R12,AR,TL-19EAEF37,CC-TWR-483041,C Spire,2024-06-01,2024-06,1542.62,1542.62,Cleared,4210-050,CC-MIDWEST,PR-857144,Active,,
SI-306806,Oracle EBS R12,AR,TL-F3DFE28E,CC-TWR-773870,AT&T,2024-05-01,2024-05,2842.0,2842.0,Received,4210-001,CC-WEST,REQ-968693,Active,,
INV-351309,SAP ECC 6.0,AR,TL-24F0FF43,CC-TWR-150126,T-Mobile,2024-09-01,2024-09,2398.33,2398.33,Received,4210-050,CC-SOUTHEAST,REQ-877543,Pending Renewal,,
BILL-396562,Oracle Cloud ERP,AR,TL-6CDD9914,CC-TWR-579404,Verizon,2024-08-01,2024-08,4226.42,4226.42,Received,4210-050,CC-SOUTHWEST,REQ-672122,Active,,
PO-INV-690872,Oracle EBS R12,AR,TL-5A153394,CC-TWR-414546,T-Mobile,2025-01-01,2025-01,2974.84,2974.84,Received,4210-001,CC-NORTHEAST,PR-579010,Active,duplicate,
INV-394039,Oracle EBS R12,AR,TL-71190EA8,CC-TWR-493663,T-Mobile,2024-06-01,2024-06,3671.68,3671.68,Pending,4210-001,CC-SOUTHEAST,REQ-528887,Pending Renewal,duplicate,
BILL-673227,Oracle EBS R12,AR,TL-EF73CE08,CC-TWR-463546,Verizon,2024-08-01,2024-08,7274.88,7274.88,Received,4210-050,CC-SOUTHEAST,PO-461932,Terminated,,
BILL-822887,Oracle Cloud ERP,AR,TL-A4AA058E,CC-TWR-214119,T-Mobile,2024-09-01,2024-09,3844.56,5888.08,Pending,4210-050,CC-NORTHEAST,PR-901089,Active,missed_escalation,
SI-177285,SAP ECC 6.0,AP,GL-3462363A,CC-TWR-672547,Agricultural Land Trust,2024-11-01,2024-11,6371.75,6371.75,Paid,6110-002,CC-NORTHEAST,REQ-480236,Active,,
SI-272633,SAP S/4HANA,AR,TL-89479432,CC-TWR-448354,AT&T,2025-03-01,2025-03,4933.26,4933.26,Cleared,4210-100,CC-NORTHEAST,PO-654284,Active,,
PO-INV-919479,Oracle EBS R12,AP,GL-DF34D0AF,CC-TWR-389930,Church/Religious Org,2024-08-01,2024-08,5005.49,5005.49,Paid,6110-002,CC-SOUTHEAST,PR-582101,Active,,
INV-627183,SAP S/4HANA,AR,TL-8B560559,CC-TWR-251195,AT&T,2025-03-01,2025-03,4092.0,4092.0,Pending,4210-001,CC-MIDWEST,REQ-958249,Active,,
BILL-629831,SAP ECC 6.0,AR,TL-FB12BEFA,CC-TWR-460663,T-Mobile,2024-08-01,2024-08,2408.12,2408.12,Pending,4210-001,CC-NORTHEAST,REQ-515138,Active,,
AP-INV-646740,Oracle EBS R12,AR,TL-EF73CE08,CC-TWR-463546,Verizon,2024-09-01,2024-09,7274.88,7274.88,Applied,4210-050,CC-SOUTHEAST,PO-451935,Terminated,,
PO-INV-317930,Oracle EBS R12,AR,TL-5F8BEA93,CC-TWR-256175,AT&T,2024-10-01,2024-10,2198.72,2198.72,Pending,4210-050,CC-SOUTHEAST,PO-788050,Pending Renewal,,
BILL-733217,Oracle Cloud ERP,AR,TL-BE270310,CC-TWR-460663,AT&T,2024-07-01,2024-07,5133.88,5133.88,Received,4210-100,CC-NORTHEAST,REQ-510755,Active,,
SI-750724,Oracle EBS R12,AR,TL-0C8095BC,CC-TWR-985893,Verizon,2024-11-01,2024-11,5070.29,5070.29,Pending,4210-100,CC-NORTHEAST,PO-924963,Active,,
AP-INV-919988,Oracle Cloud ERP,AP,GL-C6A62E6D,CC-TWR-901676,Commercial Property Owner,2024-04-01,2024-04,2065.77,2065.77,Paid,6110-001,CC-SOUTHEAST,PR-790613,Active,,
AP-INV-333484,Workday Financials,AR,TL-A7C0AC4B,CC-TWR-208751,Verizon,2024-08-01,2024-08,5355.41,8404.11,Cleared,4210-050,CC-NORTHEAST,PO-937010,Active,missed_escalation,
PO-INV-199485,Workday Financials,AR,TL-FC7FBBC9,CC-TWR-156213,AT&T,2025-02-01,2025-02,5066.85,5066.85,Pending,4210-100,CC-SOUTHEAST,PR-797521,Amendment Pending,,
AP-INV-253834,SAP S/4HANA,AP,GL-C5F2DEDB,CC-TWR-543481,County Government,2024-08-01,2024-08,3326.08,3326.08,Paid,6110-001,CC-MIDWEST,PO-815468,Active,,
AP-INV-363610,Workday Financials,AR,TL-E3466B60,CC-TWR-691912,T-Mobile,2024-09-01,2024-09,6304.91,6304.91,Received,4210-100,CC-NORTHEAST,REQ-905996,Active,,
BILL-958011,SAP S/4HANA,AR,TL-1E332F13,CC-TWR-253347,T-Mobile,2025-01-01,2025-01,2603.13,2603.13,Received,4210-100,CC-SOUTHWEST,PR-749664,Active,,
SI-849611,SAP ECC 6.0,AP,GL-DDCD2EDD,CC-TWR-776001,Municipality,2024-10-01,2024-10,3566.46,3566.46,Cleared,6110-001,CC-WEST,PO-826538,Pending Termination,billing_terminated,
INV-601073,SAP S/4HANA,AR,TL-2907DDC2,CC-TWR-865470,Verizon,2025-02-01,2025-02,5238.51,5238.51,Applied,4210-050,CC-WEST,REQ-860888,Pending Renewal,,
AP-INV-434833,Workday Financials,AR,TL-DEAA9CAA,CC-TWR-971482,US Cellular,2025-01-01,2025-01,2926.74,2926.74,Applied,4210-100,CC-SOUTHEAST,REQ-474589,Active,,
SI-788082,Workday Financials,AR,TL-C6EDF0E4,CC-TWR-271276,Verizon,2024-11-01,2024-11,3713.5,3713.5,Received,4210-100,CC-MIDWEST,REQ-639307,Active,,
AP-INV-614815,SAP ECC 6.0,AR,TL-AEEB49A7,CC-TWR-681456,T-Mobile,2024-12-01,2024-12,4924.68,4924.68,Received,4210-100,CC-SOUTHEAST,REQ-756614,Active,,
BILL-115836,Oracle EBS R12,AR,TL-D3A1423D,CC-TWR-414546,T-Mobile,2024-05-01,2024-05,4169.55,4169.55,Received,4210-001,CC-NORTHEAST,PO-737317,Active,,
BILL-151338,SAP S/4HANA,AR,TL-4D6C337A,CC-TWR-577079,T-Mobile,2025-01-01,2025-01,4757.85,4757.85,Pending,4210-050,CC-SOUTHEAST,PO-690902,Active,,
AP-INV-807314,SAP S/4HANA,AR,TL-F402F1A6,CC-TWR-646428,C Spire,2025-03-01,2025-03,2906.66,2906.66,Received,4210-050,CC-SOUTHWEST,REQ-708370,Active,,
BILL-511020,Oracle Cloud ERP,AR,TL-2F4C8B5F,CC-TWR-343118,T-Mobile,2024-07-01,2024-07,4713.01,4713.01,Cleared,6110-002,CC-MIDWEST,PR-891369,Active,wrong_gl,
PO-INV-463658,Workday Financials,AR,TL-B5FF6295,CC-TWR-105919,AT&T,2024-05-01,2024-05,5095.6,5095.6,Received,4210-100,CC-SOUTHEAST,PR-918577,Active,,
AP-INV-491067,Oracle EBS R12,AR,TL-5F5B52A9,CC-TWR-665610,AT&T,2024-09-01,2024-09,5005.59,5005.59,Applied,4210-001,CC-SOUTHWEST,PO-417031,Amendment Pending,,
INV-501451,SAP ECC 6.0,AR,TL-81E3E340,CC-TWR-584714,US Cellular,2024-07-01,2024-07,3552.62,3552.62,Pending,4210-001,CC-MIDWEST,PR-818430,Active,,
SI-688968,SAP S/4HANA,AR,TL-A4822505,CC-TWR-863187,AT&T,2025-01-01,2025-01,7103.95,6877.01,Cleared,4210-050,CC-WEST,PR-887055,Active,over_escalation,
PO-INV-345730,SAP ECC 6.0,AR,TL-A316883C,CC-TWR-372427,Verizon,2024-06-01,2024-06,6084.83,6084.83,Received,4210-001,CC-SOUTHEAST,REQ-706545,Active,,
PO-INV-136757,SAP S/4HANA,AP,GL-F44C9A3F,CC-TWR-423232,School District,2024-04-01,2024-04,1842.26,1842.26,Pending,6110-001,CC-MIDWEST,PO-469562,Active,,
AP-INV-128201,SAP ECC 6.0,AP,GL-B1C1F91D,CC-TWR-372427,Church/Religious Org,2025-03-01,2025-03,1180.31,1543.07,Paid,6110-100,CC-SOUTHEAST,REQ-410737,Under Renegotiation,missed_escalation,
AP-INV-191915,SAP S/4HANA,AR,TL-3F9BF979,CC-TWR-861411,US Cellular,2024-06-01,2024-06,3138.08,3138.08,Cleared,4210-100,CC-SOUTHWEST,PO-637673,Active,,
SI-768781,SAP ECC 6.0,AR,TL-E831969B,CC-TWR-499226,Verizon,2025-02-01,2025-02,6575.41,6575.41,Cleared,4210-001,CC-NORTHEAST,REQ-609222,Amendment Pending,,
PO-INV-227521,Oracle EBS R12,AR,TL-E73D1257,CC-TWR-660081,Verizon,2024-05-01,2024-05,7730.27,7730.27,Cleared,4210-001,CC-SOUTHEAST,PO-823015,Active,,
PO-INV-139317,Oracle Cloud ERP,AP,GL-35B5A2A5,CC-TWR-643323,Tribal Authority,2024-12-01,2024-12,2380.01,2380.01,Paid,6110-100,CC-SOUTHWEST,REQ-425053,Active,,
AP-INV-575013,Oracle Cloud ERP,AR,TL-E76E938B,CC-TWR-827369,Verizon,2024-12-01,2024-12,4296.12,4296.12,Applied,4210-001,CC-MIDWEST,REQ-665543,Pending Renewal,,
BILL-797255,SAP ECC 6.0,AP,GL-1691F049,CC-TWR-996840,Agricultural Land Trust,2024-06-01,2024-06,2799.87,2799.87,Paid,6110-001,CC-SOUTHEAST,PR-727189,Active,,
