access_id,tower_id,access_date,carrier,contractor,purpose,duration_hours,has_matching_mod_application,discrepancy_type,notes
ACC-942946-20250125-7,CC-TWR-942946,2025-01-25,T-Mobile,MasTec,Antenna Swap,6.4,False,none,
ACC-942946-20250214-8,CC-TWR-942946,2025-02-14,T-Mobile,CommScope Install,Routine Maintenance,2.1,False,none,
ACC-218881-20241102-1,CC-TWR-218881,2024-11-02,AT&T,Nokia Deployment,Generator Service,3.6,False,none,
ACC-218881-20240908-2,CC-TWR-218881,2024-09-08,AT&T,Unknown,Unknown,9.9,True,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-218881-20240719-3,CC-TWR-218881,2024-07-19,AT&T,Summit Field Ops,Routine Maintenance,8.1,False,none,
ACC-218881-20240729-4,CC-TWR-218881,2024-07-29,AT&T,SAI Group,Antenna Swap,8.6,False,none,
ACC-218881-20241107-5,CC-TWR-218881,2024-11-07,AT&T,Unknown,Generator Service,11.9,False,none,
ACC-218881-20241110-6,CC-TWR-218881,2024-11-10,AT&T,Vertical Bridge Services,Equipment Install,3.1,False,none,
ACC-218881-20240621-7,CC-TWR-218881,2024-06-21,AT&T,Unknown,Emergency Repair,10.4,False,none,
ACC-218881-20250103-8,CC-TWR-218881,2025-01-03,AT&T,CommScope Install,Antenna Swap,10.6,False,none,
ACC-174852-20241025-1,CC-TWR-174852,2024-10-25,Verizon,MasTec,Decommission,4.9,False,none,
ACC-174852-20250118-2,CC-TWR-174852,2025-01-18,Verizon,Black & Veatch,Antenna Swap,2.4,False,none,
ACC-174852-20250217-3,CC-TWR-174852,2025-02-17,Verizon,Black & Veatch,Decommission,6.7,False,none,
ACC-530859-20241125-1,CC-TWR-530859,2024-11-25,DISH Wireless,Vertical Bridge Services,Generator Service,9.3,False,none,
ACC-530859-20240925-2,CC-TWR-530859,2024-09-25,DISH Wireless,SAI Group,Decommission,1.5,False,none,
ACC-530859-20241016-3,CC-TWR-530859,2024-10-16,DISH Wireless,Black & Veatch,Equipment Install,3.3,False,none,
ACC-530859-20250212-4,CC-TWR-530859,2025-02-12,DISH Wireless,Black & Veatch,Antenna Swap,4.1,False,none,
ACC-306854-20240825-1,CC-TWR-306854,2024-08-25,Verizon,Nokia Deployment,Routine Maintenance,2.8,False,none,
ACC-306854-20250102-2,CC-TWR-306854,2025-01-02,AT&T,Ericsson Services,Decommission,8.5,False,none,
ACC-511981-20240814-1,CC-TWR-511981,2024-08-14,Verizon,CommScope Install,Equipment Install,1.4,False,none,
ACC-511981-20241129-2,CC-TWR-511981,2024-11-29,Verizon,Black & Veatch,Generator Service,4.9,False,none,
ACC-511981-20240811-3,CC-TWR-511981,2024-08-11,Verizon,Nokia Deployment,Antenna Swap,5.6,False,none,
ACC-511981-20240928-4,CC-TWR-511981,2024-09-28,Verizon,Ericsson Services,Equipment Install,11.4,False,none,
ACC-511981-20240615-5,CC-TWR-511981,2024-06-15,Verizon,Ericsson Services,Decommission,3.6,False,none,
ACC-511981-20241001-6,CC-TWR-511981,2024-10-01,Verizon,Vertical Bridge Services,Equipment Install,8.9,False,none,
ACC-511981-20250203-7,CC-TWR-511981,2025-02-03,Verizon,Nokia Deployment,Antenna Swap,3.4,False,none,
ACC-150126-20240728-1,CC-TWR-150126,2024-07-28,T-Mobile,SAI Group,Generator Service,2.0,False,none,
ACC-150126-20240724-2,CC-TWR-150126,2024-07-24,AT&T,Vertical Bridge Services,Generator Service,3.7,False,none,
ACC-375097-20250112-1,CC-TWR-375097,2025-01-12,US Cellular,Ericsson Services,Antenna Swap,3.5,False,none,
ACC-375097-20250211-2,CC-TWR-375097,2025-02-11,US Cellular,Summit Field Ops,Decommission,6.1,False,none,
ACC-375097-20240725-3,CC-TWR-375097,2024-07-25,US Cellular,Vertical Bridge Services,Antenna Swap,4.5,False,none,
ACC-437237-20241227-1,CC-TWR-437237,2024-12-27,AT&T,CommScope Install,Inspection,11.0,False,none,
ACC-437237-20250222-2,CC-TWR-437237,2025-02-22,AT&T,Nokia Deployment,Generator Service,1.5,False,none,
ACC-437237-20241128-3,CC-TWR-437237,2024-11-28,AT&T,Ericsson Services,Decommission,9.5,False,none,
ACC-437237-20240927-4,CC-TWR-437237,2024-09-27,AT&T,Ericsson Services,Emergency Repair,5.7,False,none,
ACC-437237-20250120-5,CC-TWR-437237,2025-01-20,AT&T,Unknown,Unknown,4.8,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-437237-20240828-6,CC-TWR-437237,2024-08-28,AT&T,Nokia Deployment,Antenna Swap,6.6,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-437237-20240708-7,CC-TWR-437237,2024-07-08,AT&T,Unknown,Routine Maintenance,10.7,False,none,
ACC-159532-20241025-1,CC-TWR-159532,2024-10-25,Verizon,SAI Group,Emergency Repair,5.8,False,none,
ACC-159532-20240920-2,CC-TWR-159532,2024-09-20,Verizon,Black & Veatch,Antenna Swap,1.5,False,none,
ACC-622987-20250223-1,CC-TWR-622987,2025-02-23,US Cellular,Unknown,Unknown,8.5,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-622987-20250126-2,CC-TWR-622987,2025-01-26,US Cellular,Ericsson Services,Inspection,11.6,False,none,
ACC-622987-20241217-3,CC-TWR-622987,2024-12-17,US Cellular,Nokia Deployment,Routine Maintenance,7.7,False,none,
ACC-988319-20240619-1,CC-TWR-988319,2024-06-19,C Spire,SAI Group,Inspection,3.4,False,none,
ACC-988319-20241115-2,CC-TWR-988319,2024-11-15,AT&T,MasTec,Routine Maintenance,6.7,False,none,
ACC-988319-20241126-3,CC-TWR-988319,2024-11-26,C Spire,Nokia Deployment,Routine Maintenance,10.2,False,none,
ACC-988319-20241118-4,CC-TWR-988319,2024-11-18,C Spire,MasTec,Antenna Swap,5.9,False,none,
ACC-988319-20241015-5,CC-TWR-988319,2024-10-15,C Spire,Vertical Bridge Services,Routine Maintenance,5.8,False,none,
ACC-988319-20240612-6,CC-TWR-988319,2024-06-12,AT&T,Summit Field Ops,Routine Maintenance,6.1,False,none,
ACC-988319-20240811-7,CC-TWR-988319,2024-08-11,T-Mobile,Black & Veatch,Antenna Swap,1.8,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-988319-20240721-8,CC-TWR-988319,2024-07-21,T-Mobile,MasTec,Decommission,4.6,False,none,
ACC-825916-20250201-1,CC-TWR-825916,2025-02-01,AT&T,Summit Field Ops,Emergency Repair,5.3,False,none,
ACC-825916-20240614-2,CC-TWR-825916,2024-06-14,AT&T,MasTec,Generator Service,8.1,False,none,
ACC-880550-20250105-1,CC-TWR-880550,2025-01-05,AT&T,Ericsson Services,Inspection,10.9,False,none,
ACC-880550-20241216-2,CC-TWR-880550,2024-12-16,AT&T,Black & Veatch,Inspection,2.8,False,none,
ACC-880550-20241121-3,CC-TWR-880550,2024-11-21,AT&T,SAI Group,Antenna Swap,10.6,False,none,
ACC-324729-20241204-1,CC-TWR-324729,2024-12-04,AT&T,Ericsson Services,Inspection,3.9,False,none,
ACC-324729-20250102-2,CC-TWR-324729,2025-01-02,AT&T,Unknown,Generator Service,10.1,False,none,
ACC-238353-20240913-1,CC-TWR-238353,2024-09-13,Verizon,Nokia Deployment,Decommission,4.3,False,none,
ACC-238353-20241021-2,CC-TWR-238353,2024-10-21,T-Mobile,Summit Field Ops,Antenna Swap,11.7,False,none,
ACC-238353-20241026-3,CC-TWR-238353,2024-10-26,T-Mobile,MasTec,Generator Service,11.1,False,none,
ACC-238353-20250226-4,CC-TWR-238353,2025-02-26,Verizon,Nokia Deployment,Generator Service,3.8,False,none,
ACC-238353-20240812-5,CC-TWR-238353,2024-08-12,Verizon,SAI Group,Inspection,8.0,False,none,
ACC-238353-20240829-6,CC-TWR-238353,2024-08-29,Verizon,MasTec,Emergency Repair,8.0,False,none,
ACC-238353-20240705-7,CC-TWR-238353,2024-07-05,Verizon,Summit Field Ops,Antenna Swap,1.3,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-895667-20241124-1,CC-TWR-895667,2024-11-24,AT&T,Unknown,Inspection,9.3,False,none,
ACC-895667-20240726-2,CC-TWR-895667,2024-07-26,US Cellular,SAI Group,Generator Service,11.1,True,none,
ACC-895667-20240704-3,CC-TWR-895667,2024-07-04,US Cellular,Unknown,Routine Maintenance,4.5,True,none,
ACC-167348-20240712-1,CC-TWR-167348,2024-07-12,T-Mobile,SAI Group,Emergency Repair,7.9,False,none,
ACC-167348-20240626-2,CC-TWR-167348,2024-06-26,T-Mobile,Black & Veatch,Antenna Swap,9.9,False,none,
ACC-167348-20250104-3,CC-TWR-167348,2025-01-04,T-Mobile,SAI Group,Antenna Swap,11.5,False,none,
ACC-167348-20240729-4,CC-TWR-167348,2024-07-29,AT&T,Ericsson Services,Routine Maintenance,7.9,False,none,
ACC-167348-20240718-5,CC-TWR-167348,2024-07-18,T-Mobile,SAI Group,Inspection,8.3,False,none,
ACC-167348-20240728-6,CC-TWR-167348,2024-07-28,AT&T,Vertical Bridge Services,Emergency Repair,2.6,False,none,
ACC-167348-20240727-7,CC-TWR-167348,2024-07-27,T-Mobile,Nokia Deployment,Decommission,11.3,False,none,
ACC-167348-20241221-8,CC-TWR-167348,2024-12-21,AT&T,MasTec,Decommission,5.8,False,none,
ACC-857168-20250121-1,CC-TWR-857168,2025-01-21,DISH Wireless,Vertical Bridge Services,Antenna Swap,4.0,False,none,
ACC-857168-20250123-2,CC-TWR-857168,2025-01-23,DISH Wireless,Nokia Deployment,Inspection,8.9,False,none,
ACC-857168-20241006-3,CC-TWR-857168,2024-10-06,DISH Wireless,Nokia Deployment,Antenna Swap,8.4,False,none,
ACC-857168-20240707-4,CC-TWR-857168,2024-07-07,DISH Wireless,Ericsson Services,Equipment Install,2.0,False,none,
ACC-857168-20240912-5,CC-TWR-857168,2024-09-12,DISH Wireless,Black & Veatch,Routine Maintenance,8.4,False,none,
ACC-857168-20240817-6,CC-TWR-857168,2024-08-17,DISH Wireless,CommScope Install,Antenna Swap,2.0,False,none,
ACC-489244-20240730-1,CC-TWR-489244,2024-07-30,T-Mobile,Summit Field Ops,Routine Maintenance,2.5,False,none,
ACC-489244-20241104-2,CC-TWR-489244,2024-11-04,T-Mobile,Nokia Deployment,Generator Service,1.3,True,none,
ACC-489244-20241225-3,CC-TWR-489244,2024-12-25,T-Mobile,MasTec,Equipment Install,4.1,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-489244-20241126-4,CC-TWR-489244,2024-11-26,T-Mobile,SAI Group,Emergency Repair,11.9,True,none,
ACC-489244-20240910-5,CC-TWR-489244,2024-09-10,T-Mobile,Ericsson Services,Antenna Swap,11.2,False,none,
ACC-489244-20250221-6,CC-TWR-489244,2025-02-21,T-Mobile,Black & Veatch,Emergency Repair,6.0,False,none,
ACC-489244-20241014-7,CC-TWR-489244,2024-10-14,T-Mobile,CommScope Install,Emergency Repair,6.4,True,none,
ACC-431246-20240713-1,CC-TWR-431246,2024-07-13,AT&T,Nokia Deployment,Equipment Install,6.1,False,none,
ACC-431246-20241117-2,CC-TWR-431246,2024-11-17,AT&T,Vertical Bridge Services,Routine Maintenance,7.0,False,none,
ACC-431246-20241117-3,CC-TWR-431246,2024-11-17,AT&T,Vertical Bridge Services,Generator Service,6.7,False,none,
ACC-431246-20241202-4,CC-TWR-431246,2024-12-02,AT&T,Unknown,Decommission,4.4,False,none,
ACC-431246-20240927-5,CC-TWR-431246,2024-09-27,AT&T,Unknown,Unknown,11.4,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-431246-20240707-6,CC-TWR-431246,2024-07-07,AT&T,Vertical Bridge Services,Equipment Install,9.4,False,none,
ACC-431246-20250119-7,CC-TWR-431246,2025-01-19,AT&T,Black & Veatch,Generator Service,8.9,False,none,
ACC-583100-20240816-1,CC-TWR-583100,2024-08-16,AT&T,Ericsson Services,Equipment Install,10.6,False,none,
ACC-583100-20250204-2,CC-TWR-583100,2025-02-04,AT&T,Black & Veatch,Routine Maintenance,11.9,False,none,
ACC-583100-20240618-3,CC-TWR-583100,2024-06-18,AT&T,CommScope Install,Inspection,4.3,False,none,
ACC-583100-20240701-4,CC-TWR-583100,2024-07-01,AT&T,Ericsson Services,Emergency Repair,10.9,False,none,
ACC-583100-20240714-5,CC-TWR-583100,2024-07-14,AT&T,Vertical Bridge Services,Routine Maintenance,2.5,False,none,
ACC-583100-20240613-6,CC-TWR-583100,2024-06-13,AT&T,Summit Field Ops,Emergency Repair,10.4,False,none,
ACC-583100-20241018-7,CC-TWR-583100,2024-10-18,AT&T,CommScope Install,Decommission,6.8,False,none,
ACC-117538-20241009-1,CC-TWR-117538,2024-10-09,DISH Wireless,Summit Field Ops,Antenna Swap,9.0,False,none,
ACC-117538-20241021-2,CC-TWR-117538,2024-10-21,DISH Wireless,CommScope Install,Generator Service,6.2,False,none,
ACC-117538-20240819-3,CC-TWR-117538,2024-08-19,DISH Wireless,Summit Field Ops,Generator Service,1.6,False,none,
ACC-117538-20240825-4,CC-TWR-117538,2024-08-25,DISH Wireless,Summit Field Ops,Emergency Repair,6.9,False,none,
ACC-117538-20250112-5,CC-TWR-117538,2025-01-12,DISH Wireless,Black & Veatch,Inspection,6.8,False,none,
ACC-117538-20240929-6,CC-TWR-117538,2024-09-29,DISH Wireless,Ericsson Services,Generator Service,2.2,False,none,
ACC-772642-20240717-1,CC-TWR-772642,2024-07-17,AT&T,SAI Group,Antenna Swap,4.2,False,none,
ACC-772642-20240619-2,CC-TWR-772642,2024-06-19,AT&T,CommScope Install,Generator Service,1.7,False,none,
ACC-772642-20241215-3,CC-TWR-772642,2024-12-15,Verizon,MasTec,Inspection,10.6,False,none,
ACC-772642-20240916-4,CC-TWR-772642,2024-09-16,AT&T,Unknown,Generator Service,11.3,False,none,
ACC-772642-20241001-5,CC-TWR-772642,2024-10-01,AT&T,CommScope Install,Antenna Swap,3.4,False,none,
ACC-772642-20241214-6,CC-TWR-772642,2024-12-14,AT&T,MasTec,Inspection,5.5,False,none,
ACC-772642-20241008-7,CC-TWR-772642,2024-10-08,AT&T,Ericsson Services,Decommission,3.8,False,none,
ACC-733561-20241114-1,CC-TWR-733561,2024-11-14,Verizon,Ericsson Services,Equipment Install,2.5,False,none,
ACC-733561-20241222-2,CC-TWR-733561,2024-12-22,Verizon,Black & Veatch,Generator Service,9.7,False,none,
ACC-733561-20240811-3,CC-TWR-733561,2024-08-11,Verizon,Black & Veatch,Decommission,5.1,False,none,
ACC-733561-20240901-4,CC-TWR-733561,2024-09-01,Verizon,Summit Field Ops,Emergency Repair,2.7,False,none,
ACC-733561-20250106-5,CC-TWR-733561,2025-01-06,Verizon,CommScope Install,Decommission,3.0,False,none,
ACC-733561-20240810-6,CC-TWR-733561,2024-08-10,Verizon,Black & Veatch,Equipment Install,7.0,False,none,
ACC-275715-20241014-1,CC-TWR-275715,2024-10-14,C Spire,Unknown,Unknown,5.5,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-275715-20240729-2,CC-TWR-275715,2024-07-29,C Spire,CommScope Install,Decommission,5.2,False,none,
ACC-275715-20250220-3,CC-TWR-275715,2025-02-20,C Spire,MasTec,Routine Maintenance,11.4,False,none,
ACC-275715-20250122-4,CC-TWR-275715,2025-01-22,C Spire,Summit Field Ops,Inspection,11.3,False,none,
ACC-275715-20250201-5,CC-TWR-275715,2025-02-01,C Spire,CommScope Install,Antenna Swap,5.3,False,none,
ACC-275715-20240611-6,CC-TWR-275715,2024-06-11,C Spire,Ericsson Services,Routine Maintenance,10.9,False,none,
ACC-275715-20250216-7,CC-TWR-275715,2025-02-16,C Spire,CommScope Install,Emergency Repair,10.1,False,none,
ACC-275715-20241228-8,CC-TWR-275715,2024-12-28,C Spire,CommScope Install,Equipment Install,9.0,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-749468-20240722-1,CC-TWR-749468,2024-07-22,T-Mobile,Black & Veatch,Generator Service,1.0,False,none,
ACC-749468-20241008-2,CC-TWR-749468,2024-10-08,T-Mobile,Nokia Deployment,Generator Service,2.7,False,none,
ACC-749468-20240719-3,CC-TWR-749468,2024-07-19,T-Mobile,Vertical Bridge Services,Emergency Repair,8.7,False,none,
ACC-749468-20241119-4,CC-TWR-749468,2024-11-19,T-Mobile,MasTec,Routine Maintenance,6.3,False,none,
ACC-749468-20240723-5,CC-TWR-749468,2024-07-23,T-Mobile,Ericsson Services,Equipment Install,4.2,False,none,
ACC-749468-20250114-6,CC-TWR-749468,2025-01-14,T-Mobile,SAI Group,Generator Service,4.1,False,none,
ACC-436318-20240910-1,CC-TWR-436318,2024-09-10,Verizon,Ericsson Services,Routine Maintenance,7.3,False,none,
ACC-436318-20241217-2,CC-TWR-436318,2024-12-17,Verizon,CommScope Install,Decommission,7.0,False,none,
ACC-436318-20240921-3,CC-TWR-436318,2024-09-21,Verizon,Summit Field Ops,Antenna Swap,10.1,False,none,
ACC-794663-20250123-1,CC-TWR-794663,2025-01-23,AT&T,Unknown,Antenna Swap,4.5,False,none,
ACC-794663-20241224-2,CC-TWR-794663,2024-12-24,AT&T,Black & Veatch,Inspection,10.8,False,none,
ACC-794663-20240625-3,CC-TWR-794663,2024-06-25,AT&T,Black & Veatch,Generator Service,2.4,False,none,
ACC-794663-20240626-4,CC-TWR-794663,2024-06-26,AT&T,Summit Field Ops,Emergency Repair,10.7,False,none,
ACC-794663-20241024-5,CC-TWR-794663,2024-10-24,AT&T,Summit Field Ops,Emergency Repair,10.4,False,none,
ACC-794663-20241010-6,CC-TWR-794663,2024-10-10,AT&T,Vertical Bridge Services,Decommission,7.1,False,none,
ACC-794663-20240602-7,CC-TWR-794663,2024-06-02,AT&T,CommScope Install,Routine Maintenance,7.8,False,none,
ACC-794663-20241209-8,CC-TWR-794663,2024-12-09,Verizon,Unknown,Unknown,10.7,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-784488-20250102-1,CC-TWR-784488,2025-01-02,T-Mobile,SAI Group,Generator Service,7.0,False,none,
ACC-784488-20241211-2,CC-TWR-784488,2024-12-11,T-Mobile,Summit Field Ops,Emergency Repair,2.7,False,none,
ACC-784488-20240902-3,CC-TWR-784488,2024-09-02,T-Mobile,CommScope Install,Emergency Repair,1.8,False,none,
ACC-784488-20240804-4,CC-TWR-784488,2024-08-04,T-Mobile,Unknown,Routine Maintenance,4.6,False,none,
ACC-784488-20240612-5,CC-TWR-784488,2024-06-12,T-Mobile,Black & Veatch,Emergency Repair,1.9,False,none,
ACC-784488-20241204-6,CC-TWR-784488,2024-12-04,T-Mobile,Unknown,Antenna Swap,9.3,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-784488-20240818-7,CC-TWR-784488,2024-08-18,T-Mobile,Ericsson Services,Antenna Swap,2.6,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-443254-20250207-1,CC-TWR-443254,2025-02-07,DISH Wireless,Nokia Deployment,Generator Service,10.8,False,none,
ACC-443254-20240725-2,CC-TWR-443254,2024-07-25,DISH Wireless,CommScope Install,Equipment Install,9.9,False,none,
ACC-178957-20240813-1,CC-TWR-178957,2024-08-13,T-Mobile,Unknown,Antenna Swap,6.8,False,none,
ACC-178957-20240701-2,CC-TWR-178957,2024-07-01,T-Mobile,CommScope Install,Decommission,11.4,False,none,
ACC-178957-20240731-3,CC-TWR-178957,2024-07-31,T-Mobile,CommScope Install,Emergency Repair,10.0,False,none,
ACC-178957-20241003-4,CC-TWR-178957,2024-10-03,T-Mobile,Unknown,Routine Maintenance,2.2,False,none,
ACC-178957-20250218-5,CC-TWR-178957,2025-02-18,T-Mobile,Black & Veatch,Equipment Install,6.8,False,none,
ACC-701581-20250204-1,CC-TWR-701581,2025-02-04,T-Mobile,CommScope Install,Inspection,4.5,False,none,
ACC-701581-20241224-2,CC-TWR-701581,2024-12-24,T-Mobile,Unknown,Unknown,1.2,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-701581-20250216-3,CC-TWR-701581,2025-02-16,Verizon,MasTec,Inspection,1.2,False,none,
ACC-701581-20241103-4,CC-TWR-701581,2024-11-03,Verizon,Ericsson Services,Antenna Swap,9.6,False,none,
ACC-701581-20241029-5,CC-TWR-701581,2024-10-29,Verizon,MasTec,Routine Maintenance,11.9,False,none,
ACC-701581-20240628-6,CC-TWR-701581,2024-06-28,T-Mobile,MasTec,Emergency Repair,6.6,False,none,
ACC-701581-20241206-7,CC-TWR-701581,2024-12-06,Verizon,Summit Field Ops,Antenna Swap,3.0,False,none,
ACC-388016-20240820-1,CC-TWR-388016,2024-08-20,Verizon,Ericsson Services,Decommission,8.8,False,none,
ACC-388016-20241231-2,CC-TWR-388016,2024-12-31,Verizon,SAI Group,Inspection,1.7,False,none,
ACC-388016-20241006-3,CC-TWR-388016,2024-10-06,Verizon,Nokia Deployment,Generator Service,2.2,False,none,
ACC-388016-20240610-4,CC-TWR-388016,2024-06-10,Verizon,CommScope Install,Equipment Install,4.7,False,none,
ACC-388016-20250114-5,CC-TWR-388016,2025-01-14,Verizon,Vertical Bridge Services,Routine Maintenance,2.7,False,none,
ACC-388016-20241016-6,CC-TWR-388016,2024-10-16,Verizon,Vertical Bridge Services,Decommission,3.3,False,none,
ACC-388016-20240806-7,CC-TWR-388016,2024-08-06,Verizon,SAI Group,Antenna Swap,5.1,False,none,
ACC-388016-20250204-8,CC-TWR-388016,2025-02-04,Verizon,Black & Veatch,Emergency Repair,11.4,False,none,
ACC-921533-20241224-1,CC-TWR-921533,2024-12-24,T-Mobile,Nokia Deployment,Equipment Install,3.9,False,none,
ACC-921533-20240714-2,CC-TWR-921533,2024-07-14,Verizon,Summit Field Ops,Generator Service,11.7,False,none,
ACC-841635-20240812-1,CC-TWR-841635,2024-08-12,T-Mobile,Summit Field Ops,Equipment Install,5.2,False,none,
ACC-841635-20241008-2,CC-TWR-841635,2024-10-08,T-Mobile,Nokia Deployment,Equipment Install,9.5,False,none,
ACC-841635-20241019-3,CC-TWR-841635,2024-10-19,T-Mobile,CommScope Install,Inspection,9.4,False,none,
ACC-841635-20241125-4,CC-TWR-841635,2024-11-25,T-Mobile,SAI Group,Routine Maintenance,2.9,False,none,
ACC-841635-20250123-5,CC-TWR-841635,2025-01-23,T-Mobile,CommScope Install,Decommission,10.6,False,none,
ACC-841635-20240722-6,CC-TWR-841635,2024-07-22,T-Mobile,Summit Field Ops,Antenna Swap,4.2,False,none,
ACC-869649-20240722-1,CC-TWR-869649,2024-07-22,US Cellular,SAI Group,Decommission,11.4,False,none,
ACC-869649-20240818-2,CC-TWR-869649,2024-08-18,US Cellular,MasTec,Routine Maintenance,6.6,False,none,
ACC-869649-20250114-3,CC-TWR-869649,2025-01-14,US Cellular,Unknown,Generator Service,5.3,False,none,
ACC-869649-20240926-4,CC-TWR-869649,2024-09-26,US Cellular,MasTec,Equipment Install,6.4,False,none,
ACC-869649-20240726-5,CC-TWR-869649,2024-07-26,US Cellular,Summit Field Ops,Inspection,3.0,False,none,
ACC-869649-20240703-6,CC-TWR-869649,2024-07-03,US Cellular,MasTec,Emergency Repair,6.5,False,none,
ACC-869649-20250125-7,CC-TWR-869649,2025-01-25,US Cellular,Nokia Deployment,Routine Maintenance,3.9,False,none,
ACC-735388-20240902-1,CC-TWR-735388,2024-09-02,T-Mobile,Unknown,Unknown,2.1,True,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-735388-20240731-2,CC-TWR-735388,2024-07-31,T-Mobile,Nokia Deployment,Emergency Repair,10.4,False,none,
ACC-735388-20240606-3,CC-TWR-735388,2024-06-06,T-Mobile,SAI Group,Generator Service,9.7,False,none,
ACC-735388-20241023-4,CC-TWR-735388,2024-10-23,T-Mobile,Nokia Deployment,Equipment Install,4.4,False,none,
ACC-735388-20240726-5,CC-TWR-735388,2024-07-26,T-Mobile,Unknown,Unknown,10.1,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-735388-20250225-6,CC-TWR-735388,2025-02-25,T-Mobile,Black & Veatch,Antenna Swap,1.2,False,none,
ACC-572387-20240915-1,CC-TWR-572387,2024-09-15,AT&T,Black & Veatch,Generator Service,10.5,False,none,
ACC-572387-20250118-2,CC-TWR-572387,2025-01-18,AT&T,Unknown,Equipment Install,3.5,False,none,
ACC-646428-20240914-1,CC-TWR-646428,2024-09-14,C Spire,Black & Veatch,Emergency Repair,8.2,False,none,
ACC-646428-20241212-2,CC-TWR-646428,2024-12-12,C Spire,Nokia Deployment,Generator Service,4.0,True,none,
ACC-646428-20241029-3,CC-TWR-646428,2024-10-29,C Spire,SAI Group,Emergency Repair,1.4,False,none,
ACC-646428-20241204-4,CC-TWR-646428,2024-12-04,C Spire,Black & Veatch,Equipment Install,2.0,False,none,
ACC-416503-20240628-1,CC-TWR-416503,2024-06-28,DISH Wireless,SAI Group,Equipment Install,2.3,False,none,
ACC-416503-20250126-2,CC-TWR-416503,2025-01-26,DISH Wireless,Ericsson Services,Inspection,6.0,False,none,
ACC-643323-20240708-1,CC-TWR-643323,2024-07-08,Verizon,Black & Veatch,Equipment Install,1.6,False,none,
ACC-643323-20240711-2,CC-TWR-643323,2024-07-11,T-Mobile,CommScope Install,Decommission,4.3,False,none,
ACC-643323-20250108-3,CC-TWR-643323,2025-01-08,Verizon,Vertical Bridge Services,Antenna Swap,3.6,False,none,
ACC-643323-20250201-4,CC-TWR-643323,2025-02-01,T-Mobile,Unknown,Unknown,3.8,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-643323-20250208-5,CC-TWR-643323,2025-02-08,Verizon,SAI Group,Routine Maintenance,5.6,False,none,
ACC-643323-20240806-6,CC-TWR-643323,2024-08-06,T-Mobile,Nokia Deployment,Generator Service,6.1,False,none,
ACC-643323-20240927-7,CC-TWR-643323,2024-09-27,Verizon,Summit Field Ops,Emergency Repair,1.5,False,none,
ACC-378258-20241016-1,CC-TWR-378258,2024-10-16,T-Mobile,Summit Field Ops,Inspection,5.0,False,none,
ACC-378258-20241012-2,CC-TWR-378258,2024-10-12,Verizon,Summit Field Ops,Antenna Swap,3.9,False,none,
ACC-378258-20241017-3,CC-TWR-378258,2024-10-17,Verizon,Ericsson Services,Generator Service,5.1,False,none,
ACC-378258-20241206-4,CC-TWR-378258,2024-12-06,T-Mobile,Vertical Bridge Services,Equipment Install,9.3,False,none,
ACC-620226-20250207-1,CC-TWR-620226,2025-02-07,Verizon,Summit Field Ops,Decommission,1.2,False,none,
ACC-620226-20241001-2,CC-TWR-620226,2024-10-01,T-Mobile,MasTec,Generator Service,10.2,False,none,
ACC-620226-20241229-3,CC-TWR-620226,2024-12-29,T-Mobile,CommScope Install,Equipment Install,4.3,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-193035-20240930-1,CC-TWR-193035,2024-09-30,T-Mobile,SAI Group,Decommission,3.8,False,none,
ACC-193035-20240815-2,CC-TWR-193035,2024-08-15,AT&T,SAI Group,Inspection,10.4,True,none,
ACC-193035-20240620-3,CC-TWR-193035,2024-06-20,AT&T,Black & Veatch,Emergency Repair,7.9,False,none,
ACC-193035-20241111-4,CC-TWR-193035,2024-11-11,T-Mobile,Unknown,Equipment Install,1.3,False,none,
ACC-193035-20241026-5,CC-TWR-193035,2024-10-26,T-Mobile,Ericsson Services,Decommission,2.6,False,none,
ACC-846247-20250123-1,CC-TWR-846247,2025-01-23,T-Mobile,Black & Veatch,Routine Maintenance,4.0,False,none,
ACC-846247-20241224-2,CC-TWR-846247,2024-12-24,T-Mobile,Nokia Deployment,Antenna Swap,7.3,False,none,
ACC-846247-20250207-3,CC-TWR-846247,2025-02-07,T-Mobile,MasTec,Equipment Install,9.6,False,no_approved_mod,Site access for equipment work but no approved modification application on file
